nanoseconds,logic,logic,logic,logic,logic,logic,logic,logic
9250,0,1,1,1,1,1,1,1
9375,0,1,1,1,1,1,1,1
9500,0,1,1,1,1,1,1,1
9625,0,1,1,1,1,1,1,1
9750,0,1,1,1,1,1,1,1
9875,0,1,1,1,1,1,1,1
10000,0,1,1,1,1,1,1,1
10125,0,1,1,1,1,1,1,1
10250,0,1,1,1,1,1,1,1
10375,0,1,1,1,1,1,1,1
10500,0,1,1,1,1,1,1,1
10625,0,1,1,1,1,1,1,1
10750,0,1,1,1,1,1,1,1
10875,0,1,1,1,1,1,1,1
11000,0,1,1,1,1,1,1,1
11125,0,1,1,1,1,1,1,1
11250,0,1,1,1,1,1,1,1
11375,0,1,1,1,1,1,1,1
11500,0,1,1,1,1,1,1,1
11625,0,1,1,1,1,1,1,1
11750,0,1,1,1,1,1,1,1
11875,0,1,1,1,1,1,1,1
12000,0,1,1,1,1,1,1,1
12125,0,1,1,1,1,1,1,1
12250,0,1,1,1,1,1,1,1
12375,0,1,1,1,1,1,1,1
12500,0,1,1,1,1,1,1,1
12625,0,1,1,1,1,1,1,1
12750,0,1,1,1,1,1,1,1
12875,0,1,1,1,1,1,1,1
13000,0,1,1,1,1,1,1,1
13125,0,1,1,1,1,1,1,1
13250,0,1,1,1,1,1,1,1
13375,0,1,1,1,1,1,1,1
13500,0,1,1,1,1,1,1,1
13625,0,1,1,1,1,1,1,1
13750,0,1,1,1,1,1,1,1
13875,0,1,1,1,1,1,1,1
14000,0,1,1,1,1,1,1,1
14125,0,1,1,1,1,1,1,1
14250,0,1,1,1,1,1,1,1
14375,0,1,1,1,1,1,1,1
14500,0,1,1,1,1,1,1,1
14625,0,1,1,1,1,1,1,1
14750,0,1,1,1,1,1,1,1
14875,0,1,1,1,1,1,1,1
15000,0,1,1,1,1,1,1,1
15125,0,1,1,1,1,1,1,1
15250,0,1,1,1,1,1,1,1
15375,0,1,1,1,1,1,1,1
15500,0,1,1,1,1,1,1,1
15625,0,1,1,1,1,1,1,1
15750,0,1,1,1,1,1,1,1
15875,0,1,1,1,1,1,1,1
16000,0,1,1,1,1,1,1,1
16125,0,1,1,1,1,1,1,1
16250,0,1,1,1,1,1,1,1
16375,0,1,1,1,1,1,1,1
16500,0,1,1,1,1,1,1,1
16625,0,1,1,1,1,1,1,1
16750,0,1,1,1,1,1,1,1
16875,0,1,1,1,1,1,1,1
17000,0,1,1,1,1,1,1,1
17125,0,1,1,1,1,1,1,1
17250,0,1,1,1,1,1,1,1
17375,0,1,1,1,1,1,1,1
17500,0,1,1,1,1,1,1,1
17625,0,1,1,1,1,1,1,1
17750,0,1,1,1,1,1,1,1
17875,0,1,1,1,1,1,1,1
18000,0,1,1,1,1,1,1,1
18125,0,1,1,1,1,1,1,1
18250,0,1,1,1,1,1,1,1
18375,0,1,1,1,1,1,1,1
18500,0,1,1,1,1,1,1,1
18625,0,1,1,1,1,1,1,1
18750,0,1,1,1,1,1,1,1
18875,0,1,1,1,1,1,1,1
19000,0,1,1,1,1,1,1,1
19125,0,1,1,1,1,1,1,1
19250,0,1,1,1,1,1,1,1
19375,0,1,1,1,1,1,1,1
19500,0,1,1,1,1,1,1,1
19625,0,1,1,1,1,1,1,1
19750,0,1,1,1,1,1,1,1
19875,0,1,1,1,1,1,1,1
20000,0,1,1,1,1,1,1,1
20125,0,1,1,1,1,1,1,1
20250,0,1,1,1,1,1,1,1
20375,0,1,1,1,1,1,1,1
20500,0,1,1,1,1,1,1,1
20625,0,1,1,1,1,1,1,1
20750,0,1,1,1,1,1,1,1
20875,0,1,1,1,1,1,1,1
21000,0,1,1,1,1,1,1,1
21125,0,1,1,1,1,1,1,1
21250,0,1,1,1,1,1,1,1
21375,0,1,1,1,1,1,1,1
21500,0,1,1,1,1,1,1,1
21625,0,1,1,1,1,1,1,1
21750,0,1,1,1,1,1,1,1
21875,0,1,1,1,1,1,1,1
22000,0,1,1,1,1,1,1,1
22125,0,1,1,1,1,1,1,1
22250,0,1,1,1,1,1,1,1
22375,0,1,1,1,1,1,1,1
22500,0,1,1,1,1,1,1,1
22625,0,1,1,1,1,1,1,1
22750,0,1,1,1,1,1,1,1
22875,0,1,1,1,1,1,1,1
23000,0,1,1,1,1,1,1,1
23125,0,1,1,1,1,1,1,1
23250,0,1,1,1,1,1,1,1
23375,0,1,1,1,1,1,1,1
23500,0,1,1,1,1,1,1,1
23625,0,1,1,1,1,1,1,1
23750,0,1,1,1,1,1,1,1
23875,0,1,1,1,1,1,1,1
24000,0,1,1,1,1,1,1,1
24125,0,1,1,1,1,1,1,1
24250,0,1,1,1,1,1,1,1
24375,0,1,1,1,1,1,1,1
24500,0,1,1,1,1,1,1,1
24625,0,1,1,1,1,1,1,1
24750,0,1,1,1,1,1,1,1
24875,0,1,1,1,1,1,1,1
25000,0,1,1,1,1,1,1,1
25125,0,1,1,1,1,1,1,1
25250,0,1,1,1,1,1,1,1
25375,0,1,1,1,1,1,1,1
25500,0,1,1,1,1,1,1,1
25625,0,1,1,1,1,1,1,1
25750,0,1,1,1,1,1,1,1
25875,0,1,1,1,1,1,1,1
26000,0,1,1,1,1,1,1,1
26125,0,1,1,1,1,1,1,1
26250,0,1,1,1,1,1,1,1
26375,0,1,1,1,1,1,1,1
26500,0,1,1,1,1,1,1,1
26625,0,1,1,1,1,1,1,1
26750,0,1,1,1,1,1,1,1
26875,0,1,1,1,1,1,1,1
27000,0,1,1,1,1,1,1,1
27125,0,1,1,1,1,1,1,1
27250,0,1,1,1,1,1,1,1
27375,0,1,1,1,1,1,1,1
27500,0,1,1,1,1,1,1,1
27625,0,1,1,1,1,1,1,1
27750,0,1,1,1,1,1,1,1
27875,0,1,1,1,1,1,1,1
28000,0,1,1,1,1,1,1,1
28125,0,1,1,1,1,1,1,1
28250,0,1,1,1,1,1,1,1
28375,0,1,1,1,1,1,1,1
28500,0,1,1,1,1,1,1,1
28625,0,1,1,1,1,1,1,1
28750,0,1,1,1,1,1,1,1
28875,0,1,1,1,1,1,1,1
29000,0,1,1,1,1,1,1,1
29125,0,1,1,1,1,1,1,1
29250,0,1,1,1,1,1,1,1
29375,0,1,1,1,1,1,1,1
29500,0,1,1,1,1,1,1,1
29625,0,1,1,1,1,1,1,1
29750,0,1,1,1,1,1,1,1
29875,0,1,1,1,1,1,1,1
30000,0,1,1,1,1,1,1,1
30125,0,1,1,1,1,1,1,1
30250,0,1,1,1,1,1,1,1
30375,0,1,1,1,1,1,1,1
30500,0,1,1,1,1,1,1,1
30625,0,1,1,1,1,1,1,1
30750,0,1,1,1,1,1,1,1
30875,0,1,1,1,1,1,1,1
31000,0,1,1,1,1,1,1,1
31125,0,1,1,1,1,1,1,1
31250,0,1,1,1,1,1,1,1
31375,0,1,1,1,1,1,1,1
31500,0,1,1,1,1,1,1,1
31625,0,1,1,1,1,1,1,1
31750,0,1,1,1,1,1,1,1
31875,0,1,1,1,1,1,1,1
32000,0,1,1,1,1,1,1,1
32125,0,1,1,1,1,1,1,1
32250,0,1,1,1,1,1,1,1
32375,0,1,1,1,1,1,1,1
32500,0,1,1,1,1,1,1,1
32625,0,1,1,1,1,1,1,1
32750,0,1,1,1,1,1,1,1
32875,0,1,1,1,1,1,1,1
33000,0,1,1,1,1,1,1,1
33125,0,1,1,1,1,1,1,1
33250,0,1,1,1,1,1,1,1
33375,0,1,1,1,1,1,1,1
33500,0,1,1,1,1,1,1,1
33625,0,1,1,1,1,1,1,1
33750,0,1,1,1,1,1,1,1
33875,0,1,1,1,1,1,1,1
34000,0,1,1,1,1,1,1,1
34125,0,1,1,1,1,1,1,1
34250,0,1,1,1,1,1,1,1
34375,0,1,1,1,1,1,1,1
34500,0,1,1,1,1,1,1,1
34625,0,1,1,1,1,1,1,1
34750,0,1,1,1,1,1,1,1
34875,0,1,1,1,1,1,1,1
35000,0,1,1,1,1,1,1,1
35125,0,1,1,1,1,1,1,1
35250,0,1,1,1,1,1,1,1
35375,0,1,1,1,1,1,1,1
35500,0,1,1,1,1,1,1,1
35625,0,1,1,1,1,1,1,1
35750,0,1,1,1,1,1,1,1
35875,0,1,1,1,1,1,1,1
36000,0,1,1,1,1,1,1,1
36125,0,1,1,1,1,1,1,1
36250,0,1,1,1,1,1,1,1
36375,0,1,1,1,1,1,1,1
36500,0,1,1,1,1,1,1,1
36625,0,1,1,1,1,1,1,1
36750,0,1,1,1,1,1,1,1
36875,0,1,1,1,1,1,1,1
37000,0,1,1,1,1,1,1,1
37125,0,1,1,1,1,1,1,1
37250,0,1,1,1,1,1,1,1
37375,0,1,1,1,1,1,1,1
37500,0,1,1,1,1,1,1,1
37625,0,1,1,1,1,1,1,1
37750,0,1,1,1,1,1,1,1
37875,0,1,1,1,1,1,1,1
38000,0,1,1,1,1,1,1,1
38125,0,1,1,1,1,1,1,1
38250,0,1,1,1,1,1,1,1
38375,0,1,1,1,1,1,1,1
38500,0,1,1,1,1,1,1,1
38625,0,1,1,1,1,1,1,1
38750,0,1,1,1,1,1,1,1
38875,0,1,1,1,1,1,1,1
39000,0,1,1,1,1,1,1,1
39125,0,1,1,1,1,1,1,1
39250,0,1,1,1,1,1,1,1
39375,0,1,1,1,1,1,1,1
39500,0,1,1,1,1,1,1,1
39625,0,1,1,1,1,1,1,1
39750,0,1,1,1,1,1,1,1
39875,0,1,1,1,1,1,1,1
40000,0,1,1,1,1,1,1,1
40125,0,1,1,1,1,1,1,1
40250,0,1,1,1,1,1,1,1
40375,0,1,1,1,1,1,1,1
40500,0,1,1,1,1,1,1,1
40625,0,1,1,1,1,1,1,1
40750,0,1,1,1,1,1,1,1
40875,0,1,1,1,1,1,1,1
41000,0,1,1,1,1,1,1,1
41125,0,1,1,1,1,1,1,1
41250,0,1,1,1,1,1,1,1
41375,0,1,1,1,1,1,1,1
41500,0,1,1,1,1,1,1,1
41625,0,1,1,1,1,1,1,1
41750,0,1,1,1,1,1,1,1
41875,0,1,1,1,1,1,1,1
42000,0,1,1,1,1,1,1,1
42125,0,1,1,1,1,1,1,1
42250,0,1,1,1,1,1,1,1
42375,0,1,1,1,1,1,1,1
42500,0,1,1,1,1,1,1,1
42625,0,1,1,1,1,1,1,1
42750,0,1,1,1,1,1,1,1
42875,0,1,1,1,1,1,1,1
43000,0,1,1,1,1,1,1,1
43125,0,1,1,1,1,1,1,1
43250,0,1,1,1,1,1,1,1
43375,0,1,1,1,1,1,1,1
43500,0,1,1,1,1,1,1,1
43625,0,1,1,1,1,1,1,1
43750,0,1,1,1,1,1,1,1
43875,0,1,1,1,1,1,1,1
44000,0,1,1,1,1,1,1,1
44125,0,1,1,1,1,1,1,1
44250,0,1,1,1,1,1,1,1
44375,0,1,1,1,1,1,1,1
44500,0,1,1,1,1,1,1,1
44625,0,1,1,1,1,1,1,1
44750,0,1,1,1,1,1,1,1
44875,0,1,1,1,1,1,1,1
45000,0,1,1,1,1,1,1,1
45125,0,1,1,1,1,1,1,1
45250,0,1,1,1,1,1,1,1
45375,0,1,1,1,1,1,1,1
45500,0,1,1,1,1,1,1,1
45625,0,1,1,1,1,1,1,1
45750,0,1,1,1,1,1,1,1
45875,0,1,1,1,1,1,1,1
46000,0,1,1,1,1,1,1,1
46125,0,1,1,1,1,1,1,1
46250,0,1,1,1,1,1,1,1
46375,0,1,1,1,1,1,1,1
46500,0,1,1,1,1,1,1,1
46625,0,1,1,1,1,1,1,1
46750,0,1,1,1,1,1,1,1
46875,0,1,1,1,1,1,1,1
47000,0,1,1,1,1,1,1,1
47125,0,1,1,1,1,1,1,1
47250,0,1,1,1,1,1,1,1
47375,0,1,1,1,1,1,1,1
47500,0,1,1,1,1,1,1,1
47625,0,1,1,1,1,1,1,1
47750,0,1,1,1,1,1,1,1
47875,0,1,1,1,1,1,1,1
48000,0,1,1,1,1,1,1,1
48125,0,1,1,1,1,1,1,1
48250,0,1,1,1,1,1,1,1
48375,0,1,1,1,1,1,1,1
48500,0,1,1,1,1,1,1,1
48625,0,1,1,1,1,1,1,1
48750,0,1,1,1,1,1,1,1
48875,0,1,1,1,1,1,1,1
49000,0,1,1,1,1,1,1,1
49125,0,1,1,1,1,1,1,1
49250,0,1,1,1,1,1,1,1
49375,0,1,1,1,1,1,1,1
49500,0,1,1,1,1,1,1,1
49625,0,1,1,1,1,1,1,1
49750,0,1,1,1,1,1,1,1
49875,0,1,1,1,1,1,1,1
50000,0,1,1,1,1,1,1,1
50125,0,1,1,1,1,1,1,1
50250,0,1,1,1,1,1,1,1
50375,0,1,1,1,1,1,1,1
50500,0,1,1,1,1,1,1,1
50625,0,1,1,1,1,1,1,1
50750,0,1,1,1,1,1,1,1
50875,0,1,1,1,1,1,1,1
51000,0,1,1,1,1,1,1,1
51125,0,1,1,1,1,1,1,1
51250,0,1,1,1,1,1,1,1
51375,0,1,1,1,1,1,1,1
51500,0,1,1,1,1,1,1,1
51625,0,1,1,1,1,1,1,1
51750,0,1,1,1,1,1,1,1
51875,0,1,1,1,1,1,1,1
52000,0,1,1,1,1,1,1,1
52125,0,1,1,1,1,1,1,1
52250,0,1,1,1,1,1,1,1
52375,0,1,1,1,1,1,1,1
52500,0,1,1,1,1,1,1,1
52625,0,1,1,1,1,1,1,1
52750,0,1,1,1,1,1,1,1
52875,0,1,1,1,1,1,1,1
53000,0,1,1,1,1,1,1,1
53125,0,1,1,1,1,1,1,1
53250,0,1,1,1,1,1,1,1
53375,0,1,1,1,1,1,1,1
53500,0,1,1,1,1,1,1,1
53625,0,1,1,1,1,1,1,1
53750,0,1,1,1,1,1,1,1
53875,0,1,1,1,1,1,1,1
54000,0,1,1,1,1,1,1,1
54125,0,1,1,1,1,1,1,1
54250,0,1,1,1,1,1,1,1
54375,0,1,1,1,1,1,1,1
54500,0,1,1,1,1,1,1,1
54625,0,1,1,1,1,1,1,1
54750,0,1,1,1,1,1,1,1
54875,0,1,1,1,1,1,1,1
55000,0,1,1,1,1,1,1,1
55125,0,1,1,1,1,1,1,1
55250,0,1,1,1,1,1,1,1
55375,0,1,1,1,1,1,1,1
55500,0,1,1,1,1,1,1,1
55625,0,1,1,1,1,1,1,1
55750,0,1,1,1,1,1,1,1
55875,0,1,1,1,1,1,1,1
56000,0,1,1,1,1,1,1,1
56125,0,1,1,1,1,1,1,1
56250,0,1,1,1,1,1,1,1
56375,0,1,1,1,1,1,1,1
56500,0,1,1,1,1,1,1,1
56625,0,1,1,1,1,1,1,1
56750,0,1,1,1,1,1,1,1
56875,0,1,1,1,1,1,1,1
57000,0,1,1,1,1,1,1,1
57125,0,1,1,1,1,1,1,1
57250,0,1,1,1,1,1,1,1
57375,0,1,1,1,1,1,1,1
57500,0,1,1,1,1,1,1,1
57625,0,1,1,1,1,1,1,1
57750,0,1,1,1,1,1,1,1
57875,0,1,1,1,1,1,1,1
58000,0,1,1,1,1,1,1,1
58125,0,1,1,1,1,1,1,1
58250,0,1,1,1,1,1,1,1
58375,0,1,1,1,1,1,1,1
58500,0,1,1,1,1,1,1,1
58625,0,1,1,1,1,1,1,1
58750,0,1,1,1,1,1,1,1
58875,0,1,1,1,1,1,1,1
59000,0,1,1,1,1,1,1,1
59125,0,1,1,1,1,1,1,1
59250,0,1,1,1,1,1,1,1
59375,0,1,1,1,1,1,1,1
59500,0,1,1,1,1,1,1,1
59625,0,1,1,1,1,1,1,1
59750,0,1,1,1,1,1,1,1
59875,0,1,1,1,1,1,1,1
60000,0,1,1,1,1,1,1,1
60125,0,1,1,1,1,1,1,1
60250,0,1,1,1,1,1,1,1
60375,0,1,1,1,1,1,1,1
60500,0,1,1,1,1,1,1,1
60625,0,1,1,1,1,1,1,1
60750,0,1,1,1,1,1,1,1
60875,0,1,1,1,1,1,1,1
61000,0,1,1,1,1,1,1,1
61125,0,1,1,1,1,1,1,1
61250,0,1,1,1,1,1,1,1
61375,0,1,1,1,1,1,1,1
61500,0,1,1,1,1,1,1,1
61625,0,1,1,1,1,1,1,1
61750,0,1,1,1,1,1,1,1
61875,0,1,1,1,1,1,1,1
62000,0,1,1,1,1,1,1,1
62125,0,1,1,1,1,1,1,1
62250,0,1,1,1,1,1,1,1
62375,0,1,1,1,1,1,1,1
62500,0,1,1,1,1,1,1,1
62625,0,1,1,1,1,1,1,1
62750,0,1,1,1,1,1,1,1
62875,0,1,1,1,1,1,1,1
63000,0,1,1,1,1,1,1,1
63125,0,1,1,1,1,1,1,1
63250,0,1,1,1,1,1,1,1
63375,0,1,1,1,1,1,1,1
63500,0,1,1,1,1,1,1,1
63625,0,1,1,1,1,1,1,1
63750,0,1,1,1,1,1,1,1
63875,0,1,1,1,1,1,1,1
64000,0,1,1,1,1,1,1,1
64125,0,1,1,1,1,1,1,1
64250,0,1,1,1,1,1,1,1
64375,0,1,1,1,1,1,1,1
64500,0,1,1,1,1,1,1,1
64625,0,1,1,1,1,1,1,1
64750,0,1,1,1,1,1,1,1
64875,0,1,1,1,1,1,1,1
65000,0,1,1,1,1,1,1,1
65125,0,1,1,1,1,1,1,1
65250,0,1,1,1,1,1,1,1
65375,0,1,1,1,1,1,1,1
65500,0,1,1,1,1,1,1,1
65625,0,1,1,1,1,1,1,1
65750,0,1,1,1,1,1,1,1
65875,0,1,1,1,1,1,1,1
66000,0,1,1,1,1,1,1,1
66125,0,1,1,1,1,1,1,1
66250,0,1,1,1,1,1,1,1
66375,0,1,1,1,1,1,1,1
66500,0,1,1,1,1,1,1,1
66625,0,1,1,1,1,1,1,1
66750,0,1,1,1,1,1,1,1
66875,0,1,1,1,1,1,1,1
67000,0,1,1,1,1,1,1,1
67125,0,1,1,1,1,1,1,1
67250,0,1,1,1,1,1,1,1
67375,0,1,1,1,1,1,1,1
67500,0,1,1,1,1,1,1,1
67625,0,1,1,1,1,1,1,1
67750,0,1,1,1,1,1,1,1
67875,0,1,1,1,1,1,1,1
68000,0,1,1,1,1,1,1,1
68125,0,1,1,1,1,1,1,1
68250,0,1,1,1,1,1,1,1
68375,0,1,1,1,1,1,1,1
68500,0,1,1,1,1,1,1,1
68625,0,1,1,1,1,1,1,1
68750,0,1,1,1,1,1,1,1
68875,0,1,1,1,1,1,1,1
69000,0,1,1,1,1,1,1,1
69125,0,1,1,1,1,1,1,1
69250,0,1,1,1,1,1,1,1
69375,0,1,1,1,1,1,1,1
69500,0,1,1,1,1,1,1,1
69625,0,1,1,1,1,1,1,1
69750,0,1,1,1,1,1,1,1
69875,0,1,1,1,1,1,1,1
70000,0,1,1,1,1,1,1,1
70125,0,1,1,1,1,1,1,1
70250,0,1,1,1,1,1,1,1
70375,0,1,1,1,1,1,1,1
70500,0,1,1,1,1,1,1,1
70625,0,1,1,1,1,1,1,1
70750,0,1,1,1,1,1,1,1
70875,0,1,1,1,1,1,1,1
71000,0,1,1,1,1,1,1,1
71125,0,1,1,1,1,1,1,1
71250,0,1,1,1,1,1,1,1
71375,0,1,1,1,1,1,1,1
71500,0,1,1,1,1,1,1,1
71625,0,1,1,1,1,1,1,1
71750,0,1,1,1,1,1,1,1
71875,0,1,1,1,1,1,1,1
72000,0,1,1,1,1,1,1,1
72125,0,1,1,1,1,1,1,1
72250,0,1,1,1,1,1,1,1
72375,0,1,1,1,1,1,1,1
72500,0,1,1,1,1,1,1,1
72625,0,1,1,1,1,1,1,1
72750,0,1,1,1,1,1,1,1
72875,0,1,1,1,1,1,1,1
73000,0,1,1,1,1,1,1,1
73125,0,1,1,1,1,1,1,1
73250,0,1,1,1,1,1,1,1
73375,0,1,1,1,1,1,1,1
73500,0,1,1,1,1,1,1,1
73625,0,1,1,1,1,1,1,1
73750,0,1,1,1,1,1,1,1
73875,0,1,1,1,1,1,1,1
74000,0,1,1,1,1,1,1,1
74125,0,1,1,1,1,1,1,1
74250,0,1,1,1,1,1,1,1
74375,0,1,1,1,1,1,1,1
74500,0,1,1,1,1,1,1,1
74625,0,1,1,1,1,1,1,1
74750,0,1,1,1,1,1,1,1
74875,0,1,1,1,1,1,1,1
75000,0,1,1,1,1,1,1,1
75125,0,1,1,1,1,1,1,1
75250,0,1,1,1,1,1,1,1
75375,0,1,1,1,1,1,1,1
75500,0,1,1,1,1,1,1,1
75625,0,1,1,1,1,1,1,1
75750,0,1,1,1,1,1,1,1
75875,0,1,1,1,1,1,1,1
76000,0,1,1,1,1,1,1,1
76125,0,1,1,1,1,1,1,1
76250,0,1,1,1,1,1,1,1
76375,0,1,1,1,1,1,1,1
76500,0,1,1,1,1,1,1,1
76625,0,1,1,1,1,1,1,1
76750,0,1,1,1,1,1,1,1
76875,0,1,1,1,1,1,1,1
77000,0,1,1,1,1,1,1,1
77125,0,1,1,1,1,1,1,1
77250,0,1,1,1,1,1,1,1
77375,0,1,1,1,1,1,1,1
77500,0,1,1,1,1,1,1,1
77625,0,1,1,1,1,1,1,1
77750,0,1,1,1,1,1,1,1
77875,0,1,1,1,1,1,1,1
78000,0,1,1,1,1,1,1,1
78125,0,1,1,1,1,1,1,1
78250,0,1,1,1,1,1,1,1
78375,0,1,1,1,1,1,1,1
78500,0,1,1,1,1,1,1,1
78625,0,1,1,1,1,1,1,1
78750,0,1,1,1,1,1,1,1
78875,0,1,1,1,1,1,1,1
79000,0,1,1,1,1,1,1,1
79125,0,1,1,1,1,1,1,1
79250,0,1,1,1,1,1,1,1
79375,0,1,1,1,1,1,1,1
79500,0,1,1,1,1,1,1,1
79625,0,1,1,1,1,1,1,1
79750,0,1,1,1,1,1,1,1
79875,0,1,1,1,1,1,1,1
80000,0,1,1,1,1,1,1,1
80125,0,1,1,1,1,1,1,1
80250,0,1,1,1,1,1,1,1
80375,0,1,1,1,1,1,1,1
80500,0,1,1,1,1,1,1,1
80625,0,1,1,1,1,1,1,1
80750,0,1,1,1,1,1,1,1
80875,0,1,1,1,1,1,1,1
81000,0,1,1,1,1,1,1,1
81125,0,1,1,1,1,1,1,1
81250,0,1,1,1,1,1,1,1
81375,0,1,1,1,1,1,1,1
81500,0,1,1,1,1,1,1,1
81625,0,1,1,1,1,1,1,1
81750,0,1,1,1,1,1,1,1
81875,0,1,1,1,1,1,1,1
82000,0,1,1,1,1,1,1,1
82125,0,1,1,1,1,1,1,1
82250,0,1,1,1,1,1,1,1
82375,0,1,1,1,1,1,1,1
82500,0,1,1,1,1,1,1,1
82625,0,1,1,1,1,1,1,1
82750,0,1,1,1,1,1,1,1
82875,0,1,1,1,1,1,1,1
83000,0,1,1,1,1,1,1,1
83125,0,1,1,1,1,1,1,1
83250,0,1,1,1,1,1,1,1
83375,0,1,1,1,1,1,1,1
83500,0,1,1,1,1,1,1,1
83625,0,1,1,1,1,1,1,1
83750,0,1,1,1,1,1,1,1
83875,0,1,1,1,1,1,1,1
84000,0,1,1,1,1,1,1,1
84125,0,1,1,1,1,1,1,1
84250,0,1,1,1,1,1,1,1
84375,0,1,1,1,1,1,1,1
84500,0,1,1,1,1,1,1,1
84625,0,1,1,1,1,1,1,1
84750,0,1,1,1,1,1,1,1
84875,0,1,1,1,1,1,1,1
85000,0,1,1,1,1,1,1,1
85125,0,1,1,1,1,1,1,1
85250,0,1,1,1,1,1,1,1
85375,0,1,1,1,1,1,1,1
85500,0,1,1,1,1,1,1,1
85625,0,1,1,1,1,1,1,1
85750,0,1,1,1,1,1,1,1
85875,0,1,1,1,1,1,1,1
86000,0,1,1,1,1,1,1,1
86125,0,1,1,1,1,1,1,1
86250,0,1,1,1,1,1,1,1
86375,0,1,1,1,1,1,1,1
86500,0,1,1,1,1,1,1,1
86625,0,1,1,1,1,1,1,1
86750,0,1,1,1,1,1,1,1
86875,0,1,1,1,1,1,1,1
87000,0,1,1,1,1,1,1,1
87125,0,1,1,1,1,1,1,1
87250,0,1,1,1,1,1,1,1
87375,0,1,1,1,1,1,1,1
87500,0,1,1,1,1,1,1,1
87625,0,1,1,1,1,1,1,1
87750,0,1,1,1,1,1,1,1
87875,0,1,1,1,1,1,1,1
88000,0,1,1,1,1,1,1,1
88125,0,1,1,1,1,1,1,1
88250,0,1,1,1,1,1,1,1
88375,0,1,1,1,1,1,1,1
88500,0,1,1,1,1,1,1,1
88625,0,1,1,1,1,1,1,1
88750,0,1,1,1,1,1,1,1
88875,0,1,1,1,1,1,1,1
89000,0,1,1,1,1,1,1,1
89125,0,1,1,1,1,1,1,1
89250,0,1,1,1,1,1,1,1
89375,0,1,1,1,1,1,1,1
89500,0,1,1,1,1,1,1,1
89625,0,1,1,1,1,1,1,1
89750,0,1,1,1,1,1,1,1
89875,0,1,1,1,1,1,1,1
90000,0,1,1,1,1,1,1,1
90125,0,1,1,1,1,1,1,1
90250,0,1,1,1,1,1,1,1
90375,0,1,1,1,1,1,1,1
90500,0,1,1,1,1,1,1,1
90625,0,1,1,1,1,1,1,1
90750,0,1,1,1,1,1,1,1
90875,0,1,1,1,1,1,1,1
91000,0,1,1,1,1,1,1,1
91125,0,1,1,1,1,1,1,1
91250,0,1,1,1,1,1,1,1
91375,0,1,1,1,1,1,1,1
91500,0,1,1,1,1,1,1,1
91625,0,1,1,1,1,1,1,1
